L,a,b
0.603337,-0.064468,0.078178
0.720803,-0.061320,0.132506
0.671347,-0.070388,-0.151444
0.632912,-0.030857,0.063422
0.811476,-0.208644,0.160260
0.530354,-0.040251,-0.186707
0.589274,-0.053434,0.053513
0.734753,-0.086980,0.136064
0.671277,-0.064135,-0.168654
0.604125,-0.025634,0.030363
0.817901,-0.214322,0.162761
0.517667,-0.042296,-0.164056
0.594670,-0.050444,0.049953
0.740872,-0.070604,0.136172
0.680169,-0.066572,-0.164679
0.610523,-0.022627,0.048904
0.853527,-0.218857,0.170721
0.520318,-0.039539,-0.191441
0.575682,-0.039915,0.021296
0.726604,-0.069444,0.132870
0.675363,-0.067664,-0.160567
0.616451,-0.040931,0.069721
0.812213,-0.210261,0.166946
0.539533,-0.040271,-0.171848
0.604443,-0.064598,0.056303
0.730529,-0.085754,0.125663
0.650910,-0.062300,-0.156917
0.646862,-0.064736,0.069181
0.818193,-0.208408,0.164716
0.509913,-0.029748,-0.194090
0.597469,-0.067859,0.079144
0.730549,-0.073927,0.138939
0.669079,-0.066400,-0.160695
0.644561,-0.046544,0.072511
0.845271,-0.218311,0.172198
0.490484,-0.034525,-0.198610
0.571004,-0.039783,0.057276
0.742313,-0.061826,0.142233
0.683091,-0.073535,-0.145472
0.645402,-0.037790,0.055501
0.870702,-0.224596,0.175592
0.538119,-0.044382,-0.167495
0.589186,-0.054928,0.039635
0.752266,-0.071608,0.136033
0.678046,-0.065900,-0.165963
0.610192,-0.035883,0.041166
0.831461,-0.216612,0.168425
0.541312,-0.035568,-0.196878
0.598078,-0.048442,0.057066
0.749738,-0.063400,0.142154
0.673073,-0.065026,-0.153673
0.623171,-0.020932,0.054044
0.861253,-0.220743,0.173587
0.530146,-0.037780,-0.185585
0.562972,-0.052037,0.052027
0.720769,-0.059442,0.125956
0.659193,-0.059353,-0.177479
0.629882,-0.014371,0.046439
0.802745,-0.206886,0.158036
0.506758,-0.036923,-0.196463
0.603661,-0.069221,0.059811
0.773957,-0.090237,0.148490
0.707596,-0.078508,-0.132056
0.641831,-0.052715,0.072503
0.820663,-0.207839,0.166092
0.558655,-0.045375,-0.178082
0.570617,-0.048658,0.042497
0.727165,-0.052268,0.137493
0.704110,-0.076722,-0.148513
0.595055,-0.030056,0.051462
0.840251,-0.220468,0.168991
0.540595,-0.045641,-0.165182
0.563281,-0.051219,0.045065
0.754951,-0.067308,0.147389
0.682407,-0.068178,-0.163283
0.655069,-0.039739,0.080508
0.830873,-0.215147,0.169505
0.542077,-0.044602,-0.177418
0.563250,-0.059984,0.048817
0.763579,-0.090786,0.144335
0.681114,-0.065233,-0.159511
0.635525,-0.031106,0.064867
0.809251,-0.210060,0.166196
0.532857,-0.040663,-0.180655
0.608745,-0.044064,0.046063
0.716287,-0.039520,0.139781
0.684878,-0.069596,-0.158533
0.604686,-0.017287,0.027838
0.829129,-0.214052,0.169505
0.523333,-0.039515,-0.183331
0.560362,-0.035250,0.047496
0.752173,-0.067401,0.137812
0.667676,-0.063485,-0.161716
0.625964,-0.039344,0.055908
0.788545,-0.203574,0.158428
0.539194,-0.045113,-0.172960
0.587870,-0.055520,0.042958
0.761363,-0.062077,0.145671
0.720839,-0.080071,-0.140450
0.654306,-0.038573,0.060062
0.839452,-0.217193,0.171674
0.516885,-0.033342,-0.178126
0.572796,-0.030365,0.029254
0.719160,-0.065320,0.140857
0.681626,-0.067249,-0.163788
0.616741,-0.031734,0.039870
0.845386,-0.214550,0.170804
0.513475,-0.037210,-0.176064
0.560120,-0.053851,0.032024
0.731813,-0.063827,0.135747
0.688928,-0.075728,-0.141848
0.631722,-0.033737,0.061629
0.833162,-0.217563,0.170807
0.536587,-0.040231,-0.186316
0.525534,-0.043305,0.029354
0.727166,-0.063368,0.131332
0.712070,-0.077384,-0.145600
0.620854,-0.046882,0.051063
0.793984,-0.202372,0.157430
0.542572,-0.044073,-0.173492
0.555264,-0.045956,0.048946
0.748295,-0.075727,0.138696
0.657872,-0.061901,-0.177852
0.619654,-0.042847,0.068288
0.817554,-0.212531,0.164982
0.542187,-0.047811,-0.145799
0.588213,-0.042667,0.058070
0.734051,-0.050107,0.131964
0.653719,-0.058787,-0.176526
0.629093,-0.026141,0.039030
0.833734,-0.217471,0.166565
0.552416,-0.047634,-0.166168
0.610922,-0.058723,0.051273
0.735333,-0.070991,0.135121
0.666983,-0.062718,-0.172668
0.629609,-0.058084,0.063482
0.829633,-0.216787,0.170125
0.564094,-0.050077,-0.166813
0.538477,-0.040106,0.024589
0.732211,-0.073404,0.138001
0.834000,-0.215522,0.164868
0.549268,-0.042293,-0.185437
0.569617,-0.061230,0.018712
0.753580,-0.100600,0.142569
0.684442,-0.063407,-0.162327
0.614576,-0.032502,0.046382
0.800865,-0.204291,0.154391
0.533011,-0.034867,-0.208297
0.565687,-0.020377,0.007528
0.755649,-0.092001,0.142003
0.676739,-0.068485,-0.160955
0.600193,-0.009325,0.041821
0.807997,-0.208768,0.163267
0.533357,-0.043938,-0.164370
0.583357,-0.047819,0.058975
0.745858,-0.059837,0.131550
0.677779,-0.065262,-0.158047
0.633644,-0.062738,0.068301
0.803496,-0.209445,0.161934
0.529435,-0.034924,-0.190555
0.583332,-0.039874,0.052630
0.745191,-0.060465,0.137049
0.678444,-0.066603,-0.165693
0.627284,-0.029720,0.055077
0.797191,-0.210461,0.160945
0.531232,-0.042460,-0.183506
0.562747,-0.050933,0.012747
0.715262,-0.047538,0.127428
0.680731,-0.068784,-0.164238
0.645349,-0.055623,0.056456
0.817132,-0.211261,0.164260
0.529032,-0.045097,-0.168235
0.581391,-0.062493,0.045115
0.729587,-0.084480,0.138120
0.688475,-0.070032,-0.159636
0.641245,-0.044087,0.047265
0.796031,-0.205842,0.158778
0.541745,-0.040407,-0.187605
0.572385,-0.052204,0.046863
0.744061,-0.068713,0.143333
0.675706,-0.068499,-0.167212
0.648993,-0.039910,0.068373
0.828149,-0.212495,0.167263
0.520945,-0.038121,-0.166073
0.535515,-0.031693,0.017271
0.782188,-0.089972,0.135731
0.702236,-0.073092,-0.151479
0.594418,-0.019986,0.042939
0.811835,-0.204418,0.154827
0.532779,-0.040946,-0.175850
0.535325,-0.029027,0.014967
0.747263,-0.084229,0.139684
0.645008,-0.054376,-0.186252
0.647408,-0.037267,0.051416
0.817165,-0.211520,0.160273
0.512435,-0.041321,-0.167301
0.563262,-0.043689,0.043024
0.749315,-0.086906,0.139153
0.668641,-0.062782,-0.171680
0.642463,-0.041687,0.062909
0.826795,-0.211607,0.164701
0.510819,-0.037105,-0.197440
0.590644,-0.066127,0.046275
0.726245,-0.063677,0.136027
0.714056,-0.080658,-0.141124
0.662109,-0.056523,0.075039
0.822002,-0.213234,0.165224
0.535400,-0.040519,-0.174459
0.600049,-0.053331,0.063416
0.780349,-0.081292,0.138298
0.708547,-0.077933,-0.146658
0.655414,-0.037554,0.067814
0.799184,-0.203865,0.155743
0.546847,-0.039400,-0.195447
0.566656,-0.055418,0.045240
0.755361,-0.090756,0.144566
0.713630,-0.081069,-0.130917
0.618644,-0.027209,0.036371
0.837358,-0.219068,0.170661
0.527124,-0.045551,-0.153006
0.542709,-0.042611,0.026480
0.753479,-0.054939,0.137684
0.690898,-0.079014,-0.132963
0.647708,-0.045224,0.059307
0.817297,-0.210330,0.158966
0.519327,-0.036743,-0.195258
0.562269,-0.070110,0.048414
0.751207,-0.092643,0.138711
0.704752,-0.073189,-0.150020
0.629638,-0.015710,0.052416
0.805558,-0.211007,0.162928
0.530910,-0.041494,-0.169543
0.540437,-0.024214,0.031098
0.746103,-0.066558,0.136602
0.668992,-0.064703,-0.166694
0.614454,-0.039954,0.033439
0.798284,-0.207729,0.158408
0.522232,-0.039286,-0.184279
0.554062,-0.042106,0.038654
0.747148,-0.060417,0.137271
0.679782,-0.067911,-0.164840
0.637261,-0.040383,0.059005
0.800380,-0.205303,0.163761
0.507313,-0.036276,-0.201361
0.565368,-0.053882,0.051527
0.755144,-0.086821,0.139173
0.688305,-0.068077,-0.159832
0.671488,-0.057830,0.078343
0.849071,-0.220585,0.169139
0.515825,-0.033733,-0.191023
0.545412,-0.047408,0.044915
0.780313,-0.097200,0.148369
0.688329,-0.072273,-0.153825
0.649476,-0.043410,0.068381
0.802898,-0.203681,0.158361
0.522500,-0.034754,-0.191354
0.598888,-0.065540,0.071598
0.728228,-0.065344,0.131869
0.674645,-0.071282,-0.149482
0.639822,-0.030963,0.064121
0.804191,-0.207105,0.157252
0.538262,-0.042603,-0.178456
0.585072,-0.054287,0.045934
0.742441,-0.090694,0.135553
0.674548,-0.064885,-0.166684
0.611098,-0.025760,0.031176
0.810791,-0.212523,0.159929
0.526093,-0.045072,-0.155532
0.590490,-0.051309,0.042250
0.748342,-0.074509,0.135559
0.683454,-0.067342,-0.162710
0.617496,-0.022754,0.049650
0.846240,-0.217559,0.167979
0.527908,-0.042016,-0.183332
0.571827,-0.040735,0.012864
0.734124,-0.073344,0.132214
0.678649,-0.068479,-0.158601
0.623398,-0.041013,0.070401
0.804751,-0.209263,0.164885
0.547891,-0.042864,-0.163401
0.600422,-0.065284,0.048887
0.738347,-0.089233,0.124672
0.654263,-0.063026,-0.154913
0.653683,-0.064795,0.069848
0.810742,-0.207279,0.162066
0.517544,-0.031563,-0.185948
0.593051,-0.068901,0.072656
0.738032,-0.077941,0.138645
0.672371,-0.067201,-0.158723
0.651426,-0.046618,0.073183
0.837922,-0.217186,0.169875
0.497710,-0.036430,-0.190645
0.566440,-0.040904,0.049732
0.749580,-0.066025,0.141993
0.686419,-0.074431,-0.143508
0.652268,-0.037887,0.056219
0.863456,-0.223335,0.173042
0.546527,-0.047193,-0.159026
0.585281,-0.055598,0.031702
0.759737,-0.075440,0.135303
0.681326,-0.066665,-0.163994
0.617144,-0.035987,0.041932
0.824198,-0.215237,0.165959
0.549054,-0.037620,-0.188735
0.593734,-0.049422,0.049563
0.757022,-0.067525,0.141804
0.676455,-0.065731,-0.151668
0.630112,-0.021062,0.054773
0.853937,-0.219565,0.171008
0.538108,-0.040067,-0.177308
0.558728,-0.052891,0.044392
0.728259,-0.063319,0.124969
0.662440,-0.060033,-0.175507
0.636804,-0.014519,0.047194
0.795480,-0.205259,0.154970
0.514278,-0.038830,-0.188370
0.599662,-0.069862,0.052537
0.781455,-0.094092,0.148322
0.711012,-0.079345,-0.130081
0.648694,-0.052780,0.073172
0.813147,-0.206862,0.163558
0.566881,-0.048082,-0.169737
0.566511,-0.049465,0.034561
0.734389,-0.056515,0.137089
0.707404,-0.077643,-0.146570
0.602067,-0.030164,0.052196
0.833133,-0.218832,0.166387
0.549058,-0.048525,-0.156695
0.559164,-0.052000,0.037212
0.762197,-0.071550,0.147395
0.685678,-0.068991,-0.161324
0.661916,-0.039826,0.081169
0.823506,-0.214001,0.167213
0.550283,-0.047207,-0.169046
0.559237,-0.060627,0.041143
0.771156,-0.094553,0.144016
0.684463,-0.065934,-0.157518
0.642428,-0.031211,0.065562
0.801811,-0.208999,0.164104
0.540933,-0.043148,-0.172327
0.604547,-0.044996,0.038225
0.723301,-0.044081,0.139728
0.688173,-0.070417,-0.156570
0.611663,-0.017431,0.028665
0.821719,-0.212990,0.167270
0.531289,-0.041900,-0.175042
0.555884,-0.036327,0.039592
0.759567,-0.071332,0.137168
0.671008,-0.064196,-0.159723
0.632880,-0.039436,0.056624
0.781149,-0.202201,0.155726
0.547498,-0.047791,-0.164537
0.583912,-0.056211,0.035106
0.768570,-0.066259,0.145416
0.724191,-0.080945,-0.138498
0.661150,-0.038667,0.060767
0.832080,-0.216109,0.169460
0.525007,-0.035594,-0.169743
0.568607,-0.031382,0.020879
0.726504,-0.069617,0.140908
0.684910,-0.068032,-0.161822
0.623680,-0.031846,0.040643
0.837948,-0.213532,0.168254
0.521605,-0.039603,-0.167669
0.556323,-0.054432,0.023872
0.739213,-0.067854,0.135192
0.692260,-0.076648,-0.139890
0.638632,-0.033837,0.062332
0.825844,-0.216375,0.168678
0.544534,-0.042622,-0.178058
0.521534,-0.044059,0.020981
0.734627,-0.067300,0.130568
0.715404,-0.078249,-0.143645
0.627766,-0.046966,0.051789
0.786563,-0.201012,0.154458
0.550848,-0.046797,-0.165090
0.550948,-0.046880,0.041164
0.755786,-0.079602,0.138165
0.661060,-0.062696,-0.175908
0.626589,-0.042926,0.068970
0.810263,-0.211125,0.162413
0.551121,-0.050979,-0.137130
0.583727,-0.043747,0.050565
0.741322,-0.054173,0.131132
0.656970,-0.059468,-0.174550
0.636003,-0.026265,0.039808
0.826576,-0.215848,0.163810
0.560891,-0.050551,-0.157702
0.606893,-0.059463,0.043673
0.742830,-0.074890,0.134508
0.670232,-0.063460,-0.170703
0.636485,-0.058149,0.064166
0.822312,-0.215591,0.168003
0.572594,-0.053017,-0.158361
0.534525,-0.040907,0.016119
0.739700,-0.077381,0.137614
0.825929,-0.213614,0.161610
0.557300,-0.044836,-0.176451
0.565273,-0.060803,0.010067
0.760283,-0.104241,0.141964
0.688782,-0.064246,-0.159743
0.620187,-0.032633,0.047182
0.792727,-0.202245,0.150657
0.540337,-0.036664,-0.199650
0.560848,-0.020659,-0.001607
0.762248,-0.095737,0.141310
0.680961,-0.069577,-0.158427
0.605850,-0.009498,0.042646
0.799732,-0.207180,0.160444
0.541867,-0.046840,-0.155124
0.578021,-0.048029,0.051270
0.752194,-0.063736,0.130257
0.682115,-0.066173,-0.155469
0.639185,-0.062831,0.069017
0.795320,-0.207661,0.159056
0.537296,-0.037008,-0.181612
0.577995,-0.040106,0.044657
0.751459,-0.064510,0.136075
0.682669,-0.067617,-0.163157
0.632877,-0.029852,0.055849
0.789138,-0.208428,0.158128
0.539055,-0.045314,-0.174582
0.558318,-0.050700,0.003906
0.721511,-0.051623,0.126158
0.684916,-0.069901,-0.161725
0.650868,-0.055730,0.057211
0.808927,-0.209585,0.161324
0.537437,-0.047902,-0.159023
0.576556,-0.062307,0.037058
0.736170,-0.088348,0.137484
0.692721,-0.071095,-0.157104
0.646783,-0.044207,0.048055
0.787820,-0.204028,0.155652
0.549695,-0.042823,-0.178643
0.567322,-0.052210,0.038778
0.750339,-0.072890,0.142865
0.679866,-0.069623,-0.164705
0.654538,-0.040022,0.069102
0.819880,-0.211014,0.164439
0.529438,-0.040726,-0.156799
0.530617,-0.031804,0.008261
0.788815,-0.093443,0.134433
0.706549,-0.074130,-0.148937
0.600085,-0.020138,0.043757
0.803667,-0.202451,0.150931
0.541008,-0.043547,-0.166730
0.530428,-0.029174,0.005896
0.753804,-0.088045,0.138920
0.649169,-0.055152,-0.183704
0.652946,-0.037392,0.052197
0.809117,-0.209455,0.156860
0.520788,-0.044047,-0.158072
0.558112,-0.043781,0.034762
0.755896,-0.090655,0.138334
0.672857,-0.063722,-0.169135
0.648016,-0.041800,0.063653
0.818579,-0.209955,0.161567
0.518310,-0.039027,-0.188650
0.585865,-0.065896,0.038282
0.732581,-0.067770,0.135228
0.718331,-0.081891,-0.138625
0.667610,-0.056615,0.075744
0.813840,-0.211504,0.162296
0.543700,-0.043108,-0.165312
0.594761,-0.053526,0.055893
0.786837,-0.084945,0.137107
0.712810,-0.079125,-0.144151
0.660947,-0.037671,0.068546
0.790987,-0.201952,0.152175
0.554622,-0.041651,-0.186586
0.561668,-0.055347,0.037125
0.761904,-0.094606,0.144067
0.718019,-0.082201,-0.128384
0.624242,-0.027352,0.037209
0.829226,-0.217444,0.168116
0.535893,-0.048676,-0.143634
0.537827,-0.042583,0.017756
0.759660,-0.059016,0.136642
0.695227,-0.080265,-0.130441
0.653242,-0.045336,0.060059
0.809236,-0.208259,0.155406
0.526905,-0.038855,-0.186439
0.557487,-0.069771,0.040499
0.757868,-0.096285,0.137857
0.709085,-0.074205,-0.147471
0.635232,-0.015869,0.053200
0.797415,-0.209193,0.160147
0.539306,-0.044202,-0.160340
0.535154,-0.024469,0.022343
0.752458,-0.070513,0.135607
0.673218,-0.065699,-0.164151
0.620040,-0.040085,0.034279
0.790175,-0.205721,0.155194
0.530152,-0.041689,-0.175286
0.548950,-0.042180,0.030246
0.753411,-0.064458,0.136288
0.683985,-0.068984,-0.162317
0.642824,-0.040499,0.059760
0.791959,-0.204041,0.161281
0.514619,-0.038134,-0.192666
0.560226,-0.053910,0.043599
0.761719,-0.090540,0.138288
0.692596,-0.069049,-0.157278
0.676971,-0.057920,0.079041
0.841044,-0.218705,0.166052
0.523573,-0.035727,-0.182108
0.540246,-0.047453,0.036717
0.786859,-0.100938,0.147810
0.692582,-0.073404,-0.151300
0.655017,-0.043518,0.069109
0.794604,-0.202003,0.154998
0.530280,-0.036804,-0.182437
0.593634,-0.065698,0.064480
0.734649,-0.069273,0.130778
0.678922,-0.072431,-0.146945
0.645392,-0.031090,0.064864
0.796076,-0.205083,0.153763
0.546412,-0.045267,-0.169387
0.580086,-0.054260,0.037847
0.749133,-0.094311,0.134599
0.678791,-0.065849,-0.164136
0.616708,-0.025906,0.032033
0.802844,-0.210260,0.156636
0.534790,-0.048155,-0.146187
0.585535,-0.051299,0.034051
0.754815,-0.078322,0.134500
0.687714,-0.068333,-0.160165
0.623112,-0.022899,0.050442
0.838127,-0.215802,0.164803
0.535907,-0.044464,-0.174312
0.567219,-0.040721,0.003971
0.740643,-0.077149,0.131105
0.682910,-0.069527,-0.156059
0.628999,-0.041120,0.071123
0.796443,-0.207833,0.162473
0.556538,-0.045690,-0.154129
0.595593,-0.065113,0.040966
0.745173,-0.092606,0.123217
0.658611,-0.063958,-0.152320
0.659181,-0.064887,0.070560
0.802458,-0.205682,0.158984
0.525491,-0.033573,-0.176933
0.587816,-0.069029,0.065620
0.744513,-0.081865,0.137913
0.676640,-0.068232,-0.156173
0.656962,-0.046720,0.073897
0.829738,-0.215623,0.167169
0.505322,-0.038394,-0.181759
0.561126,-0.041096,0.041663
0.755844,-0.070141,0.141321
0.690732,-0.075582,-0.140971
0.657799,-0.038008,0.056984
0.855383,-0.221633,0.170086
0.555202,-0.050281,-0.149744
0.580587,-0.055425,0.023281
0.766214,-0.079181,0.134125
0.685580,-0.067647,-0.161448
0.622740,-0.036116,0.042746
0.816098,-0.213417,0.163085
0.557077,-0.039879,-0.179753
0.588622,-0.049508,0.041556
0.763306,-0.071566,0.141020
0.680840,-0.066636,-0.149076
0.635704,-0.021209,0.055548
0.845795,-0.217938,0.168018
0.546350,-0.042593,-0.168193
0.553697,-0.052848,0.036227
0.734749,-0.067096,0.123514
0.666655,-0.060908,-0.172954
0.642379,-0.014681,0.047996
0.787384,-0.203143,0.151413
0.522065,-0.041021,-0.179428
0.594843,-0.069648,0.044750
0.787962,-0.097865,0.147737
0.715438,-0.080420,-0.127530
0.654226,-0.052875,0.073883
0.804799,-0.205424,0.160610
0.575358,-0.051053,-0.160589
0.561628,-0.049399,0.026122
0.740608,-0.060674,0.136239
0.711672,-0.078826,-0.144061
0.607716,-0.030295,0.052977
0.825178,-0.216750,0.163357
0.557779,-0.051703,-0.147403
0.554261,-0.051902,0.028843
0.768442,-0.075714,0.146984
0.689921,-0.070036,-0.158790
0.667440,-0.039935,0.081867
0.815301,-0.212416,0.164540
0.558725,-0.050132,-0.159872
0.554414,-0.060399,0.032942
0.777742,-0.098232,0.143269
0.688807,-0.066834,-0.154940
0.647993,-0.031338,0.066301
0.793526,-0.207505,0.161654
0.549277,-0.045897,-0.163173
0.599593,-0.045058,0.029910
0.729302,-0.048561,0.139240
0.692444,-0.071472,-0.154031
0.617277,-0.017591,0.029534
0.813470,-0.211491,0.164661
0.539503,-0.044582,-0.165925
0.550665,-0.036488,0.031174
0.765966,-0.075174,0.136079
0.675329,-0.065110,-0.157145
0.638452,-0.039554,0.057387
0.772914,-0.200350,0.152573
0.556042,-0.050793,-0.155312
0.579162,-0.056050,0.026760
0.774778,-0.070361,0.144734
0.728533,-0.082067,-0.135976
0.666666,-0.038786,0.061518
0.823871,-0.214593,0.166877
0.533445,-0.038058,-0.160504
0.563693,-0.031530,0.012037
0.732837,-0.073828,0.140531
0.689169,-0.069038,-0.159279
0.629265,-0.031981,0.041463
0.829683,-0.212060,0.165295
0.530031,-0.042249,-0.158428
0.551731,-0.054173,0.015224
0.745610,-0.071789,0.134190
0.696579,-0.077830,-0.137360
0.644201,-0.033960,0.063080
0.817684,-0.214760,0.166191
0.552746,-0.045272,-0.168974
0.516764,-0.043942,0.012096
0.741088,-0.071136,0.129347
0.719725,-0.079360,-0.141120
0.633333,-0.047080,0.052563
0.778309,-0.199160,0.151006
0.559383,-0.049799,-0.155878
0.545860,-0.046899,0.032854
0.762281,-0.083386,0.137193
0.665189,-0.063737,-0.173397
0.632179,-0.043032,0.069695
0.802135,-0.209261,0.159419
0.560340,-0.054408,-0.127663
0.578486,-0.043913,0.042549
0.747592,-0.058148,0.129840
0.661190,-0.060344,-0.171994
0.641566,-0.026408,0.040632
0.818586,-0.213767,0.160611
0.569603,-0.053785,-0.148446
0.602072,-0.059349,0.035583
0.749328,-0.078696,0.133446
0.674448,-0.064415,-0.168160
0.642026,-0.058247,0.064896
0.814148,-0.213968,0.165522
0.581321,-0.056276,-0.149129
0.529813,-0.040850,0.007159
0.746188,-0.081267,0.136788
0.817103,-0.211245,0.157888
0.565548,-0.047628,-0.166719
0.560139,-0.059623,0.001004
0.765943,-0.107742,0.140923
0.694086,-0.065262,-0.156597
0.624396,-0.032787,0.048022
0.783837,-0.199706,0.146399
0.547902,-0.038675,-0.190220
0.555342,-0.020124,-0.011107
0.767803,-0.099337,0.140178
0.686122,-0.070900,-0.155348
0.610094,-0.009682,0.043509
0.790703,-0.205141,0.157198
0.550607,-0.050004,-0.145136
0.571948,-0.047343,0.043095
0.757485,-0.067498,0.128502
0.687413,-0.067276,-0.152330
0.643347,-0.062954,0.069771
0.786377,-0.205425,0.155746
0.545413,-0.039305,-0.171889
0.571942,-0.039443,0.036233
0.756678,-0.068420,0.134647
0.687835,-0.068847,-0.160068
0.637076,-0.030005,0.056660
0.780311,-0.205952,0.154881
0.547051,-0.048531,-0.164926
0.553128,-0.049702,-0.005338
0.726706,-0.055565,0.124414
0.690033,-0.071253,-0.158665
0.655009,-0.055866,0.058006
0.799960,-0.207456,0.157955
0.546051,-0.051015,-0.149075
0.570937,-0.061299,0.028547
0.741700,-0.092076,0.136400
0.697910,-0.072381,-0.154022
0.650936,-0.044354,0.048886
0.778848,-0.201745,0.152062
0.557870,-0.045484,-0.168925
0.561503,-0.051359,0.030236
0.755564,-0.076937,0.141957
0.684958,-0.070973,-0.161647
0.658705,-0.040159,0.069867
0.810852,-0.209086,0.161201
0.538194,-0.043562,-0.146760
0.525014,-0.031084,-0.001160
0.794408,-0.096779,0.132686
0.711816,-0.075385,-0.145843
0.604336,-0.020306,0.044615
0.794754,-0.199985,0.146502
0.549472,-0.046399,-0.156855
0.524835,-0.028493,-0.003580
0.759297,-0.091725,0.137711
0.654264,-0.056093,-0.180595
0.657101,-0.037540,0.053017
0.800311,-0.206921,0.152960
0.529353,-0.047114,-0.148097
0.552228,-0.043003,0.026047
0.761432,-0.094267,0.137071
0.678013,-0.064860,-0.166034
0.652187,-0.041938,0.064434
0.809608,-0.207841,0.157982
0.526014,-0.041276,-0.179087
0.580296,-0.064853,0.029838
0.737863,-0.071725,0.133974
0.723550,-0.083381,-0.135585
0.671744,-0.056736,0.076483
0.804918,-0.209324,0.158936
0.552240,-0.045935,-0.155409
0.588725,-0.052834,0.047906
0.792290,-0.088465,0.135469
0.718016,-0.080567,-0.141102
0.665105,-0.037810,0.069314
0.782036,-0.199550,0.148100
0.562620,-0.044134,-0.176966
0.555912,-0.054429,0.028548
0.767400,-0.098323,0.143133
0.723377,-0.083569,-0.125303
0.628437,-0.027515,0.038084
0.820328,-0.215397,0.165189
0.544896,-0.052072,-0.133529
0.532208,-0.041724,0.008597
0.764795,-0.062960,0.135147
0.700512,-0.081779,-0.127375
0.657397,-0.045474,0.060851
0.800422,-0.205710,0.151344
0.534718,-0.041231,-0.176842
0.551891,-0.068613,0.032102
0.763486,-0.099788,0.136557
0.714377,-0.075433,-0.144371
0.639432,-0.016040,0.054023
0.788503,-0.206935,0.156946
0.547941,-0.047160,-0.150385
0.529192,-0.023839,0.013157
0.757765,-0.074332,0.134158
0.678387,-0.066905,-0.161053
0.624224,-0.040240,0.035158
0.781302,-0.203245,0.151505
0.538289,-0.044393,-0.165534
0.543106,-0.041388,0.021387
0.758626,-0.068364,0.134853
0.689123,-0.070282,-0.159244
0.647001,-0.040640,0.060555
0.782768,-0.202339,0.158424
0.522181,-0.040233,-0.183171
0.554323,-0.053068,0.035195
0.767249,-0.094123,0.136957
0.697839,-0.070226,-0.154169
0.681092,-0.058038,0.079771
0.832261,-0.216379,0.162523
0.531587,-0.037943,-0.172400
0.534330,-0.046620,0.028042
0.792366,-0.104547,0.146825
0.697778,-0.074772,-0.148226
0.659179,-0.043651,0.069873
0.785556,-0.199842,0.151150
0.538319,-0.039075,-0.172734
0.587600,-0.064973,0.056873
0.740019,-0.073061,0.129224
0.684148,-0.073821,-0.143858
0.649577,-0.031237,0.065645
0.787204,-0.202581,0.149774
0.554777,-0.048207,-0.159574
0.574342,-0.053389,0.029313
0.754780,-0.097785,0.133194
0.683979,-0.067017,-0.161032
0.620911,-0.026072,0.032927
0.794133,-0.207539,0.152863
0.543719,-0.051511,-0.136106
0.579831,-0.050451,0.025419
0.760242,-0.081998,0.132987
0.692921,-0.069532,-0.157065
0.627327,-0.023062,0.051274
0.829263,-0.213591,0.161177
0.544117,-0.047213,-0.164540
0.561883,-0.039919,-0.005310
0.746113,-0.080813,0.129536
0.688119,-0.070796,-0.152963
0.633208,-0.041252,0.071879
0.787362,-0.205974,0.159691
0.565424,-0.048737,-0.144118
0.589980,-0.064125,0.032599
0.750960,-0.095832,0.121295
0.663928,-0.065087,-0.149163
0.663311,-0.065011,0.071310
0.793417,-0.203618,0.155452
0.533719,-0.035783,-0.167124
0.581791,-0.068276,0.058087
0.749943,-0.085651,0.136734
0.681860,-0.069480,-0.153068
0.661122,-0.046847,0.074645
0.820793,-0.213625,0.164064
0.513159,-0.040698,-0.172091
0.555088,-0.040394,0.033131
0.761058,-0.074124,0.140206
0.696001,-0.076974,-0.137884
0.661951,-0.038154,0.057789
0.846558,-0.219493,0.166708
0.564095,-0.053628,-0.139738
0.575127,-0.054452,0.014438
0.771649,-0.082786,0.132493
0.690781,-0.068837,-0.158347
0.626936,-0.036270,0.043599
0.807234,-0.211153,0.159785
0.565340,-0.042342,-0.170011
0.582769,-0.048732,0.033107
0.768543,-0.075476,0.139793
0.686198,-0.067731,-0.145920
0.639903,-0.021373,0.056362
0.836900,-0.215867,0.164601
0.554833,-0.045353,-0.158323
0.547903,-0.051950,0.027596
0.740191,-0.070730,0.121587
0.671811,-0.061969,-0.169842
0.646563,-0.014855,0.048837
0.778530,-0.200543,0.147345
0.530061,-0.043545,-0.169723
0.589228,-0.068618,0.036509
0.793431,-0.101508,0.146725
0.720841,-0.081717,-0.124429
0.658384,-0.052998,0.074629
0.795692,-0.203524,0.157230
0.584039,-0.054274,-0.150722
0.555994,-0.048504,0.017246
0.745774,-0.064697,0.134936
0.716885,-0.080257,-0.141007
0.611955,-0.030448,0.053798
0.816461,-0.214227,0.159884
0.566715,-0.055144,-0.137392
0.548597,-0.050970,0.020025
0.773638,-0.079751,0.146142
0.695107,-0.071301,-0.155705
0.671596,-0.040064,0.082594
0.806331,-0.210393,0.161466
0.567347,-0.053380,-0.149984
0.548805,-0.059347,0.024277
0.783289,-0.101778,0.142087
0.694115,-0.067925,-0.151802
0.652175,-0.031484,0.067077
0.784467,-0.205579,0.158828
0.557849,-0.048899,-0.153275
0.593910,-0.044284,0.021184
0.734245,-0.052907,0.138303
0.697664,-0.072749,-0.150940
0.621483,-0.017765,0.030439
